3.767236e-08,1.3311524e-08,0.28792536,2.3851368e-09,0.7120746
2.5991492e-05,0.28056777,0.002526701,0.00058384513,0.7162957
6.2342004e-08,5.190287e-07,0.022757083,4.506127e-09,0.9772423
4.0939096e-05,0.35936847,0.003136782,0.0006465197,0.63680726
1.305573e-07,2.482135e-07,0.99852115,5.502172e-08,0.0014785485
2.0616645e-13,3.5218937e-15,9.246536e-11,4.005564e-14,1.0
1.9733245e-07,4.0334865e-07,3.808592e-06,4.671719e-06,0.99999094
4.2984723e-11,6.3880854e-12,5.867482e-09,5.5864535e-11,1.0
8.685582e-06,0.00015682512,0.00031850216,0.0002952143,0.9992207
1.1349352e-11,6.275707e-13,1.5647954e-09,1.470456e-11,1.0
2.7883195e-07,5.9101194e-06,1.4713156e-05,1.3372899e-06,0.9999777
8.1917896e-11,2.7795047e-10,4.819578e-09,9.1025916e-11,1.0
1.9913053e-09,7.275034e-09,1.0288332e-07,1.4064863e-08,0.9999999
3.4423295e-12,6.628873e-13,8.4849083e-10,2.861575e-12,1.0
2.543652e-08,1.7805316e-07,1.844978e-06,6.64892e-08,0.99999785
7.738692e-07,0.0004289136,5.2294e-05,1.1630067e-06,0.99951684
0.00013174137,0.0044755326,0.012102847,0.2756377,0.70765215
0.00043799102,0.11616399,0.03319095,0.75613105,0.09407594
5.7361085e-06,0.00016219621,0.0008740873,0.0020032984,0.9969547
0.0001863257,0.0060300655,0.08924909,0.025607025,0.8789275
